"p","outcome"
2.22044604925031e-16,0
1.33988815416097e-13,0
2.22044604925031e-16,0
2.22044604925031e-16,0
2.22044604925031e-16,0
0.0022089207377796,0
0.950918612785092,0
0.999999664369469,0
2.22044604925031e-16,0
1,0
2.22044604925031e-16,0
0.410055748195793,0
2.22044604925031e-16,0
2.22044604925031e-16,0
2.22044604925031e-16,0
1.04898427122554e-05,0
0.99950029720304,0
2.22044604925031e-16,0
0.048852623772576,0
0.999993768900494,0
0.553398927628845,0
6.94771631555824e-05,0
2.22044604925031e-16,0
0.999965685538132,0
4.63350899467796e-12,0
2.22044604925031e-16,0
0.000604553572999123,0
2.22044604925031e-16,0
1,0
2.22044604925031e-16,0
0.99998024022679,0
2.22044604925031e-16,0
0.999961547235298,0
2.22044604925031e-16,0
5.7279671577255e-10,0
3.37311305196474e-09,0
0.0156928666973575,0
2.22044604925031e-16,0
3.46123032812007e-06,0
2.22044604925031e-16,0
0.999911598277565,0
7.04078968439664e-05,0
0.000209132364033191,0
2.22044604925031e-16,0
1,0
0.999999919627193,0
1.3349795707526e-10,0
0.999999725615501,0
0.00224833127874679,0
0.962545914998563,0
2.22044604925031e-16,0
2.24140920177728e-12,0
1,1
1,1
1,1
1,1
