"","x"
"TNNT3",0.14395693653164
"RDM1",0.14391871856113
"C13orf36",0.142585324281406
"LHCGR",0.142534734242632
"NMUR1",0.141403018914522
"DCT",0.140302346460635
"SPC24",0.140114873022662
"ANGPT4",0.139897469506837
"BCL11A",0.137462492704992
"EDN3",0.137446653932584
"MSMB",0.137241826024273
"MARCH4",0.134989699070386
"PGR",0.134744269270711
"SYT13",0.134356369496613
"IGFL2",0.13435139625073
"GAL3ST2",0.133135617720472
"SCUBE2",0.133127345817062
"WNT7B",0.133031887180189
"E2F1",0.132637151872641
"CIB3",0.131875800637992
"CEACAM6",0.129994008520562
"FZD7",0.129938520884683
"E2F3",0.128490576803766
"RPE65",0.128084688363015
"DGAT2",0.127739198880326
"E2F2",0.126253963380836
"SMR3B",0.125953707358004
"RNF186",0.125779433814675
"TMEM215",0.12450807784556
"MXI1",0.124502787428601
"ORM1",0.124279119412715
"SLC30A8",0.124028570191828
"HEY2",0.123786445651327
"PGA4",0.123166500271534
"GBX2",0.122195562499655
"IGFL3",0.12209799862932
"ACTL8",0.121744005237342
"SRF",0.121671079703676
"KRT37",0.119688910311828
"GPR115",0.119584703131899
"CBLN2",0.119264241488898
"OVCH2",0.118568981292784
"SULT1C3",0.118332159859814
"NMU",0.118164977737803
"GABRA4",0.117551258450135
"MYC",0.11735055510045
"HOXB13",0.116591584905416
"CLEC3A",0.116569074057534
"LRTM2",0.116260049253005
"SLC6A4",0.115414701616299
"RXRG",0.114046994221799
"DES",0.113540234383715
"C6orf126",0.113252484180033
"CDK6",0.111957086377831
"NELL2",0.111807350222485
"ALDH4A1",0.111464691508987
"FZD2",0.111267389831745
"DVL3",0.110963094895127
"ATF3",0.110686061548864
"PKD1L2",0.110558573585501
"C16orf61",0.110164696396449
"TLX1",0.109827456161678
"PIK3R2",0.109567705392346
"PPBP",0.109567662578338
"GPR112",0.109532123807373
"EGF",0.109396759261714
"MMP10",0.109391057672221
"NOTCH1",0.109317392795136
"C9orf30",0.10931387974973
"C17orf93",0.109089195083071
"EPHA8",0.108946758318814
"FAM196A",0.108503002137127
"WNT6",0.108161637314431
"CST5",0.108130018152963
"BCL3",0.107707694514963
"PIK3R3",0.107671481539433
"SLC22A18",0.107086925567063
"AKT3",0.107030481852264
"HEYL",0.106999071012183
"HERC2",0.106898972078889
"SOS1",0.106494800819726
"IRF4",0.106270103464505
"PTEN",0.106166606922764
"DLL4",0.106036509472449
"FAM180B",0.105493497882202
"EMX1",0.105296278341135
"TUBA3D",0.10524452524919
"LHFPL5",0.104830613408532
"HBA2",0.104827432597924
"BRIP1",0.104433339560552
"ABCC13",0.104195405808687
"PYDC1",0.103358760960261
"NOTCH4",0.103222415393172
"SHC3",0.103095069012078
"CGA",0.103055555952753
"ITIH2",0.103052036144698
"AADACL3",0.103001964163568
"TYRP1",0.102869162285227
"USF1",0.102716550799406
"MCM6",0.102690896941302
"KCNJ3",0.102666338251645
"HIST2H3C",0.102568716041765
"FRMD1",0.102381452816743
"VSTM2A",0.101987821920649
"LGALS9B",0.101709873721264
"NKX2.2",0.101074493882391
"SREBF1",0.0998820702087437
"LGALS12",0.0998346540675905
"CYP3A4",0.0995251438324863
"A2ML1",0.0992201293656784
"SMARCC2",0.0991531853469874
"GABRQ",0.0987558385514104
"CA9",0.0984863106644947
"HDAC2",0.0980029823485857
"NBPF6",0.0976603950826969
"GPR139",0.0976070333074746
"LOC55908",0.0974537393032082
"HBG1",0.0974309633376852
"SPDYC",0.0973417038401356
"CRHBP",0.0972438132744556
"SHC2",0.0970427769084526
"GABRA3",0.0968979744251736
"BMP3",0.0968910068696198
"HMGN3",0.096581949332507
"POU5F1",0.0964483381510812
"TFAP2A",0.0961341970750594
"PRG4",0.095763196450385
"PPM1D",0.0956620326958057
"TCF7",0.0956424881712247
"CSAG3",0.0952146158459712
"XRCC4",0.0947149931798885
"CDH1",0.0943515738641228
"FMO9P",0.0942751584219454
"VGF",0.0937794441852163
"DLK2",0.093637322704702
"SP2",0.0934215372393976
"GRIA2",0.0933791336662117
"POLK",0.0932768606646297
"AP2B1",0.0914569390928018
"SMARCA4",0.0912411621120137
"WNT2",0.0898214699620467
"MUC21",0.0893762938657566
"LHX2",0.0888316450050594
"WNT10B",0.0885733081623295
"KLK3",0.0885313389532179
"PAX5",0.0885136518813102
"SIX3",0.0883414747275961
"KREMEN2",0.0883142801242671
"TCL1B",0.0876621176518531
"SP1",0.0871487502002667
"FZD9",0.0869263908239149
"PRDM1",0.0865044525328208
"RUNDC1",0.0862431822375197
"MSH2",0.0860064656311484
"MAGEC2",0.0838723342363919
"SHC4",0.083457946384035
"LOC645323",0.0833085359936045
"LOC152225",0.0831204353136002
"NRF1",0.0829981046467622
"PROK1",0.08268131352184
"KIAA1239",0.0821907884812042
"KLHL1",0.0819330281481118
"FOSL1",0.0818676487361606
"CPA2",0.0817762204731669
"ESR1",0.081685691811321
"PECI",0.0809691033070029
"CSN1S1",0.080772134139518
"RTBDN",0.0806004805453989
"TLX3",0.0803289123631815
"FBXO40",0.0801386871724601
"NDST4",0.0799462797218617
"BHLHE40",0.0796890769409999
"LOC729467",0.0795704974630652
"MAGEA4",0.0794445364382022
"SLC22A12",0.0793108384387188
"SLC7A10",0.0786871732565099
"GPR126",0.0785177747930723
"SLC5A8",0.0784385052980734
"TSPYL5",0.0783832975302112
"DLL3",0.0782763922682554
"MS4A7",0.0780293399247117
"CLEC4G",0.0779280568723645
"CTCFL",0.077717902885159
"SHC1",0.0773539315028274
"CSAG2",0.0768647618694115
"PSAPL1",0.0765835848289876
"BAX",0.0765078870274581
"UCHL5",0.0764396450751395
"TMEM145",0.0756863786723604
"HORMAD1",0.0751737657599359
"POTEC",0.0747696696333381
"STK32B",0.0746950609750391
"WNT10A",0.0746708448210418
"GNG13",0.0744451266732597
"ZNF716",0.0741624403394212
"IGF1",0.0736074015794442
"PDE3B",0.0733541906169164
"TEX19",0.073249614341854
"GYG2",0.0732142309863614
"PFKFB1",0.0731105261990101
"SGCG",0.0729921613355896
"ALAS2",0.072753098354461
"LOC84740",0.0726547953483029
"ITPKA",0.0726511383903375
"WNT11",0.0724620892947543
"CSN3",0.0720264157790622
"PALM2",0.072009290074671
"ZBTB7A",0.071749644090094
"CAMP",0.0716392256951092
"ESR2",0.071467265525279
"HIST1H3G",0.0711483163930828
"RASSF7",0.0711067144903509
"CDK4",0.0710453488022691
"RAD21",0.0710107492615943
"GATA2",0.0708337412584777
"FBN2",0.0702797862614466
"CDCA7",0.0702586458418719
"BARD1",0.0701241750745862
"KCNA4",0.0700640760204812
"CXorf61",0.0698307233149214
"FGF20",0.0694356678065364
"NANOG",0.0692733920043447
"ZIC5",0.0689941791267502
"KCNA2",0.0686612908634246
"ARAF",0.0683816797074598
"GRB2",0.0677118019177815
"BRCA1",0.0677044692084915
"BRAF",0.0671833552852076
"CAPSL",0.0670208354786372
"WNT3A",0.0666993185315023
"MAGEB2",0.0664514987529662
"MS4A15",0.0664457344042301
"SETDB1",0.0663563633747106
"THAP1",0.0661790178928259
"CPLX2",0.065836996264836
"DCK",0.0655774145888783
"FZD5",0.0652448421441696
"RDH16",0.0652031920595432
"FGF5",0.0647911017576396
"WNT16",0.064281247665048
"FGF3",0.0636610469279635
"MAGEA3",0.0636353416257841
"WRNIP1",0.0635945545783132
"MYT1",0.063425957060531
"LRP5",0.063252275291051
"EXT1",0.0626561099187322
"GSTM3",0.0624492458947095
"MAGEA2",0.0624312418795453
"TRPA1",0.0621713842663562
"YY1",0.0619120058481773
"RPS6KB1",0.0618573709488199
"POU2F2",0.0617937411922564
"SEL1L2",0.0616483317008799
"LRP6",0.0612209514811674
"PALB2",0.0607392503504524
"SMARCC1",0.0606650259010794
"MAGEA6",0.0606417441440497
"IL19",0.0599728215621373
"CD177",0.0582464671242873
"OXCT1",0.0578968681379087
"WNT7A",0.0578923280698299
"SMARCB1",0.05782991139654
"HEY1",0.0569552033086162
"CTBP2",0.056708968821857
"IL20",0.0561489677034299
"MAFK",0.0560452895275745
"FZD6",0.0555505818176108
"FANCC",0.0554571669454268
"ETS1",0.0552266782670392
"CHEK2",0.0551656176573668
"GSK3B",0.0551246002164709
"FLT4",0.0549570855627566
"CXorf30",0.0548893395195716
"CCL24",0.0548707541587921
"MSH6",0.0547363605381906
"KISS1R",0.0546307609566429
"ORM2",0.0545607591062137
"PIK3CD",0.0545607591062137
"MYH1",0.0545153828150701
"NFYA",0.0541801163077631
"FRAT2",0.0535786619595314
"NBN",0.0528714156004079
"FZD8",0.0528116503154047
"GNAZ",0.0522849754717793
"CCL7",0.051612096501535
"CNGA2",0.0515134008897206
"MEF2A",0.0513743094769158
"RAD51C",0.0512089610993159
"ATM",0.0507843658171523
"FOXJ1",0.0502718275500964
"DDB2",0.0501467793871086
"DUSP13",0.0494717087316688
"WNT9B",0.048784091125146
"FGF8",0.0486833300983481
"CYP2B6",0.0481546941107371
"TGFB3",0.0475632808828334
"FABP6",0.0474774566202827
"CYP1A1",0.0472328534778859
"WNT1",0.0471704038958183
"JAG1",0.0466485982327134
"C1orf230",0.046551871008359
"ERBB2",0.0461709344081828
"AKT1",0.0455200956956457
"EIF4E1B",0.0445638339835125
"RXRA",0.043357671627473
"WNT2B",0.043347505450927
"INSM1",0.0429300324926873
"TAF1",0.0424928618647135
"WNT8A",0.0424184299151539
"ZNF263",0.0423845501337438
"FGF19",0.042181360636129
"C14orf53",0.0420782152246141
"LOC642597",0.0419773963530193
"MAGEA1",0.0419196153693573
"CHRNA9",0.0417278910709708
"FAM25A",0.041642342760857
"MS4A8B",0.0416066544454027
"SPINK4",0.0415529082706039
"CCND1",0.0412593354244474
"TNNI3",0.0410844517398767
"CEBPB",0.0403792625513578
"MUC2",0.0401406865368655
"NXPH1",0.0399940951526419
"BRSK2",0.0399613155306084
"ATP1A3",0.0399023349945394
"PMS2",0.0392299037608246
"NXNL1",0.0390778635594154
"NFKB2",0.0390552021551552
"NCRNA00052",0.0387171192460196
"DVL2",0.0386634858366993
"BATF",0.0386090799548607
"CSNK1A1",0.038490445183853
"SPI1",0.0383667021094125
"PGA5",0.0383382728644642
"LHX1",0.0383113530707553
"CELF3",0.038299856535434
"PAX7",0.0378755384577968
"ANGPTL5",0.0376423202964759
"HSF1",0.0371524631840165
"GATA4",0.0368469616362847
"TAF7",0.0366880632686467
"HOXC12",0.0361460245643485
"PHB",0.0358938874291937
"FGF7",0.0357700848689988
"IRF1",0.0354495039104703
"NRAS",0.0347561548212689
"GLP2R",0.0347096861491555
"CDC20B",0.0344298454936241
"EPO",0.0334057125574703
"STAT1",0.0333795603970719
"TNFSF11",0.0331807755736763
"CXADRP3",0.0331373320332781
"ZNF274",0.0329972123517513
"GADD45A",0.032829574942057
"AADAC",0.0325333487473415
"SLC36A2",0.0324965694157389
"RPS6KB2",0.0321859610489615
"CSN2",0.0320101583695678
"SOS2",0.0315596956302489
"JUND",0.0312358586996344
"CDC42BPA",0.030890515917808
"E2F4",0.0307528123590838
"GADD45G",0.0300983287792906
"APC2",0.0300044108940309
"SYT5",0.0296811671603623
"USF2",0.0296346473079017
"PVALB",0.0291909293129272
"TMEM151A",0.0291040493498357
"CDC73",0.0285940008918527
"ASCL1",0.0283369138359284
"HRAS",0.0282185879359853
"SIRT6",0.0278654258344715
"CASP8",0.0277941264708305
"NCOA1",0.0276270097928843
"ZZZ3",0.027373800418539
"TBP",0.0269487239034827
"XRCC3",0.0268276383205885
"JHDM1D",0.0267971490106867
"HBG2",0.0266234472391974
"STAT2",0.0260216309242486
"POLR3A",0.0256846257345295
"GATA5",0.025628430726636
"FZD1",0.0255742956509667
"IGFBP5",0.025530480597313
"NR2C2",0.0254100600412343
"MAX",0.0254072770375361
"WNT8B",0.0252210506402186
"SLC2A3",0.0252112433327246
"CTCF",0.0250294257016896
"NQO2",0.0248644341479946
"MAPK3",0.024297691686751
"CSAG1",0.0240331920413818
"TP53",0.0240041885197295
"GATA1",0.0239422519555371
"ITLN1",0.023348773394188
"CSNK1A1L",0.0232626146817525
"LIN28A",0.0232428959677991
"FGF22",0.0213876220050129
"COL4A2",0.0213170672480945
"RECQL5",0.0212953278477473
"RB1",0.0209745145053614
"RAD21L1",0.0208763731313974
"WNT3",0.0208022899590513
"EGLN1",0.0207770657435426
"PITRM1",0.0205471844714701
"FZD3",0.0203761418944221
"FGF18",0.0201693974955921
"FANCM",0.0199889247473141
"WNT5A",0.0196581371531034
"CTNNB1",0.019621588290745
"FZD10",0.0195318838817146
"IRF3",0.0191971114329797
"IGF1R",0.0191299247267242
"NOTCH2",0.0188795196966215
"SUZ12",0.0185365594228497
"SIN3A",0.0183106819945146
"PIK3CB",0.0180047849408153
"SERF1A",0.0179619055198822
"NFYB",0.0174869469735322
"FGF21",0.0171314778308538
"FGF16",0.0169487715843809
"AKT2",0.0168932913380266
"ELK4",0.0167436744931608
"SMC3",0.0163339666917415
"NFKB1",0.0160298897889577
"SREBF2",0.0155097095923587
"MAP2K2",0.0150088180219249
"NCOA3",0.0147226456108429
"HNF4A",0.0142194797595694
"GADD45B",0.0140539765670496
"BRF2",0.0135505024272696
"E2F6",0.0130439251730304
"GTF2B",0.0128676197264258
"FOXA2",0.0125283220998763
"C11orf65",0.0124588391141078
"LST.3TM12",0.0124358888532251
"GNAT3",0.0121329390667004
"CDKN1A",0.0119954817249406
"CSMD3",0.0119860480533732
"GPR180",0.0115303809537486
"ZNF143",0.0110898472284772
"BCLAF1",0.011022435277169
"FGF23",0.0109214697418966
"CCNT2",0.0107278735535839
"FRAT1",0.0105675078107491
"C20orf46",0.0105509045245447
"GTF2F1",0.010275030618215
"NFE2",0.00878863102653759
"WNT4",0.00875297799465943
"EP300",0.0086496939340052
"PBX3",0.00798609628658188
"SIX5",0.00783392772577114
"HES5",0.00755205055844336
"RTN4RL1",0.0073412316793931
"MTOR",0.00700786110967291
"EBF4",0.0067492981504482
"FGF4",0.00655840377109743
"HES1",0.00633149023534195
"MAP2K1",0.00611850478229731
"DVL1",0.00611032799608985
"FOSL2",0.00579320618319347
"TCF12",0.00513979171208123
"FGF6",0.00513254913572368
"REST",0.00501181013868323
"RAF1",0.00415093197168304
"ESRRA",0.00411861149234171
"KAT2A",0.00355708911509029
"HNF4G",0.00341296110080949
"WNT9A",0.00328622439964687
"NOTCH3",0.00297253988821138
"STAT3",0.00283955254049341
"ELF1",0.00266003529758937
"MAPK1",0.00264143928462274
"ZBTB33",0.00194915899069151
"RB1CC1",0.0018782054208154
"BRCA2",0.00146750113436971
"MEF2C",0.000637468803324626
"LIN9",0.000589143494816708
"EPB42",0.000536499214486135
"TCF4",0.000393364096269085
"WIT1",0.000339473303242175
"PRRT4",0.000272902927830187
"GABPA",0.000165658635073065
"BDP1",0.000156276902988996
"CHD2",0.000147819596642036
"BBC3",0.000121131112063746
"FLT1",0.000113467006691479
"BRF1",0.000102522615493476
"TRIM28",9.60952074764464e-05
"ZEB1",6.94782231554643e-05
"APC",4.30177113280881e-05
"CDH20",0
"GYS2",0
"LOC100133920",0
"TRHDE",0
"PIK3CA",0
"MTDH",0
"AXIN1",0
