"","RF_Gini"
"TCF7","0.00225933200644557"
"TNFSF11","0.000685664911864222"
"WNT10A","0.0015493007636446"
"WNT10B","0.000351623031725242"
"WNT11","0.00434396994316677"
"WNT16","0"
"WNT1","0.00042194763807029"
"WNT2B","0.000395575910690897"
"WNT2","0.0018603728770361"
"WNT3A","0"
"WNT3","0.00180290523528645"
"WNT4","0.000516212535937057"
"WNT5A","0.00241953128527788"
"WNT5B","0.000498316917078121"
"WNT6","0.00143544931774893"
"WNT7A","0"
"WNT7B","0.00117405276697612"
"WNT8A","0.00042194763807029"
"WNT8B","0.00102849736779633"
"WNT9A","0.000439528789656553"
"WNT9B","0.000615340305519173"
"ATF3","0.00148663287621501"
"BATF","0"
"BCL11A","0.00187239264393691"
"BCL3","0.00222462167050504"
"BCLAF1","0.00118672773207269"
"BDP1","0.00187532283586796"
"BHLHE40","0.000263717273793931"
"BRF1","0.000912246487919825"
"BRF2","0.000770666995438525"
"CCNT2","0.00101651021898752"
"CEBPB","0.00309614385141546"
"CHD2","0.00145581026170254"
"CTBP2","0.00042194763807029"
"CTCFL","0.00145332880188387"
"CTCF","0"
"E2F4","0.00266061427338767"
"E2F6","0.00154714133959106"
"EBF1","0.00827096777783282"
"EGR1","0.0073162721242096"
"ELF1","0.00042194763807029"
"ELK4","0.000753477925125518"
"EP300","0.0010341135689975"
"ESRRA","0.000747198942416139"
"ETS1","0.00197058524588146"
"FOSL1","0"
"FOSL2","0.000517092693713591"
"FOXA1","0.0217039886595394"
"FOXA2","0"
"GABPA","0.000715804028869243"
"GATA1","0.000395575910690897"
"GATA2","0"
"GATA3","0.0178466973757583"
"GTF2B","0"
"GTF2F1","0.000516212535937057"
"HDAC2","0.00051596857916204"
"HMGN3","0.00611794325724094"
"HNF4A","0.00042194763807029"
"HNF4G","0.00103263915639097"
"HSF1","0.000632921457105436"
"IRF1","0.000938833494706396"
"IRF3","0"
"IRF4","0.000768121931311514"
"JUND","0.000515447398779048"
"KAT2A","0.000791151821381795"
"MAFF","0.00470093317490107"
"MAFK","0.000517291575518865"
"MAX","0.00138131911440246"
"MEF2A","0.00051644632784645"
"MEF2C","0.00256122727186538"
"MXI1","0.00515434023516415"
"NANOG","0.00103330522965065"
"NFE2","0.00101429720689974"
"NFKB1","0.000666233112742564"
"NFYA","0.000938160174007348"
"NFYB","0.00139112708685919"
"NR2C2","0.00121309945945208"
"NR3C1","0.0305667847697554"
"NRF1","0.00155117844063777"
"PAX5","0"
"PBX3","0.000803709786800553"
"POLR3A","0.000911544489852938"
"POU2F2","0.00179120213569544"
"POU5F1","0.000747198942416139"
"PPARGC1A","0.00663342685601515"
"PRDM1","0.000817523548761188"
"RAD21","0.000517092693713591"
"REST","0.00190093276534514"
"RFX5","0.0119555339298235"
"RXRA","0.000395575910690897"
"SETDB1","0.000869290272876292"
"SIN3A","0.000395575910690897"
"SIRT6","0"
"SIX5","0"
"SMARCA4","0.00093839396591674"
"SMARCB1","0.000351623031725242"
"SMARCC1","0.000395575910690897"
"SMARCC2","0.000351623031725242"
"SMC3","0.000351623031725242"
"SP2","0.00473061964079963"
"SPI1","0.00152076961221167"
"SREBF1","0.000395575910690897"
"SREBF2","0.000395575910690897"
"SRF","0.00348342719425002"
"STAT1","0.00193552496099667"
"STAT2","0.00150695585025104"
"STAT3","0.000351623031725242"
"SUZ12","0.000869290272876292"
"TAF1","0"
"TAF7","0.00344331454706234"
"TAL1","0.0165944547669454"
"TBP","0.00393227472639144"
"TCF12","0.000803709786800553"
"TCF4","0.00344826956322149"
"TFAP2A","0.00254385810808087"
"TFAP2C","0.00103241511887043"
"THAP1","0"
"TRIM28","0.000517092693713591"
"USF1","0.000395575910690897"
"USF2","0.000395575910690897"
"WRNIP1","0.00109365104720425"
"XRCC4","0.00215275590167954"
"YY1","0.00222114471101483"
"ZBTB33","0.000516885856636106"
"ZBTB7A","0.00126429163612973"
"ZEB1","0.000515713779863688"
"ZNF143","0.00183721389825648"
"ZNF263","0.000516670577228928"
"ZNF274","0"
"ZZZ3","0.000439528789656553"
