"y.test","Lable"
-29.6520253056585,0
-17.106483227283,0
-36.0436533891172,0
36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
1.9546311517051,0
-18.5756362978614,0
-36.0436533891172,0
-11.5733668395532,0
6.14851795611731,0
-36.0436533891172,0
-36.0436533891172,0
-18.9235684480446,0
-18.2577347917043,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
7.92173292728558,0
-36.0436533891172,0
20.505398285983,0
-25.3487069128096,0
-29.283985386515,0
8.10831476652116,0
-36.0436533891172,0
-36.0436533891172,0
-9.73522968197252,0
-27.1736605813407,0
-36.0436533891172,0
36.0436533891172,1
7.55364987788072,1
-14.908689704247,1
36.0436533891172,1
36.0436533891172,1
3.37372012368468,1
5.81623200223575,1
36.0436533891172,1
36.0436533891172,1
14.7779981710324,1
18.7682973294807,1
36.0436533891172,1
-12.9612006635881,1
