"y.test","Lable"
18.7863193552215,0
-23.5104678026695,0
-36.0436533891172,0
-29.6208019792851,0
-14.2215736298072,0
-14.1041875260944,0
-20.1342175384744,0
-4.31676248027704,0
-21.5902737344054,0
-12.3425817190895,0
17.0355331950389,0
-11.0676897883574,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-25.9294352970542,0
-26.8142792487069,0
-28.6840481850527,0
-36.0436533891172,0
-23.8651853057443,0
-14.0486118187837,0
-13.0616061332018,0
-24.0373780270912,0
-23.9795730552152,0
4.97683344308,0
-21.1132975235297,0
-36.0436533891172,0
-36.0436533891172,0
36.0436533891172,1
12.3304343167969,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
