"y.test","Lable"
-36.0436533891172,0
-29.6410200654873,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-6.11303987268014,0
2.96394859440982,0
14.9072545560536,0
-36.0436533891172,0
36.0436533891172,0
-36.0436533891172,0
-0.363734922303646,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-11.465092639836,0
7.60099721466076,0
-36.0436533891172,0
-2.96886093243741,0
11.9859515239152,0
0.214413388971753,0
-9.57444296750295,0
-36.0436533891172,0
10.2799093488114,0
-26.0977066526536,0
-36.0436533891172,0
-7.41041553179261,0
-36.0436533891172,0
36.0436533891172,0
-36.0436533891172,0
10.8318425829741,0
-36.0436533891172,0
10.166041507275,0
-36.0436533891172,0
-21.2804902333631,0
-19.5074297613152,0
-4.13873171707171,0
-36.0436533891172,0
-12.5738829847022,0
-36.0436533891172,0
9.33353069832076,0
-9.56113471963632,0
-8.47233403149418,0
-36.0436533891172,0
36.0436533891172,0
16.3365898621849,0
-22.7369349408789,0
15.1087351600061,0
-6.09531612924708,0
3.24646598609413,0
-36.0436533891172,0
-26.8239163399285,0
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
