"y.test","Lable"
36.0436533891172,1
8.67682123191801,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
24.2783362984452,1
36.0436533891172,1
25.2759160469239,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
25.4734524711165,1
36.0436533891172,1
-2.22231666759842,1
36.0436533891172,1
-8.17750527614008,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
22.8551661852173,1
36.0436533891172,1
16.2129586147247,1
36.0436533891172,1
36.0436533891172,1
11.4971889742685,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
-36.0436533891172,0
-36.0436533891172,0
12.3629620403961,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
10.1623705620269,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
1.04322498320042,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
3.14951506281208,0
-36.0436533891172,0
-3.30836790755862,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-7.97732449209484,0
-26.5621571939997,0
-36.0436533891172,0
-36.0436533891172,0
36.0436533891172,0
-25.0176628376692,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-13.8384897622689,0
-36.0436533891172,0
-22.7706502193796,0
-22.7352326513711,0
