"y.test","Lable"
-15.685002668608,0
-2.0604834607862,0
9.49703796569197,0
-24.8476303413346,0
-36.0436533891172,0
36.0436533891172,0
-17.1257021828084,0
-29.3228515492604,0
-36.0436533891172,0
3.35483934109124,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
4.64016787771733,0
-36.0436533891172,0
24.0918473824649,0
-36.0436533891172,0
-17.2908227213095,0
-36.0436533891172,0
13.7336662284839,0
8.43995758347297,0
-4.99391535317474,0
-2.33805979051459,0
-9.27287550927623,0
-21.419338120861,0
-12.1396817684677,0
-36.0436533891172,0
-10.1627105796014,0
-36.0436533891172,0
19.6041695500663,0
6.84724913600866,0
-11.7612803607824,0
-36.0436533891172,0
25.5190652926407,0
-13.6725308213609,0
17.7629134004747,0
-36.0436533891172,0
15.8131770313644,0
-0.292929349131876,0
-36.0436533891172,0
-1.00143530290484,0
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
