"y.test","Lable"
15.2180055503838,1
7.72536702002229,1
26.3290891370059,1
18.3652214918389,1
3.67854630627209,1
26.1409411370443,1
36.0436533891172,1
36.0436533891172,1
24.894326783143,1
2.70540044323397,1
-1.38497360706819,1
17.1255289797056,1
-3.76947038506071,1
-36.0436533891172,1
-4.86000479037048,1
-4.33629675874049,1
-2.29105901297406,1
-21.3914260740182,1
17.4997936707772,1
-0.177395341426904,1
-36.0436533891172,0
-36.0436533891172,1
24.898153304637,1
-2.79607942443537,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
28.7287677227075,1
19.1731086171987,1
29.1977735138529,1
-20.1254460006141,1
-7.05478222516958,1
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
36.0436533891172,1
18.2348115594582,1
36.0436533891172,1
9.71039320398748,1
15.1249915034187,1
-36.0436533891172,0
36.0436533891172,1
36.0436533891172,1
22.7304795873886,1
24.1619129692153,1
-36.0436533891172,0
-36.0436533891172,0
28.8236453837487,1
26.9361766525982,1
22.8956056957868,1
25.1702206001597,1
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
16.8454463250979,1
14.2810209729004,1
36.0436533891172,1
36.0436533891172,1
11.5303416478264,1
36.0436533891172,1
-23.1608460597094,1
-15.1814482029501,1
28.3095320857883,1
-5.22258383578044,1
-36.0436533891172,0
19.0700425842714,1
14.1545214062552,1
-36.0436533891172,0
9.47761242872783,1
8.37008852614413,1
29.297828977281,1
22.276484695612,1
1.13459663471791,1
-36.0436533891172,0
26.1905385022415,1
-36.0436533891172,0
-8.19004981818675,1
-36.0436533891172,0
6.21304950660779,1
36.0436533891172,1
-36.0436533891172,0
-36.0436533891172,0
9.34475311163401,1
36.0436533891172,1
36.0436533891172,1
-36.0436533891172,0
27.1727095252779,1
1.30450301218525,1
-0.358726906460549,1
-36.0436533891172,0
10.6800129872521,1
8.04289728087464,1
23.5537993940136,1
36.0436533891172,1
-36.0436533891172,1
-36.0436533891172,0
36.0436533891172,1
-10.2930945963271,1
36.0436533891172,1
29.0446872300814,1
1.01780559597633,1
4.72662646947609,1
36.0436533891172,1
26.9293284455726,1
19.043727046457,1
36.0436533891172,1
-36.0436533891172,0
-36.0436533891172,0
15.1057114506457,1
-36.0436533891172,0
-15.8953586935078,0
-36.0436533891172,0
36.0436533891172,1
25.7373709570221,1
16.4509914564723,1
7.03075986998584,1
-36.0436533891172,0
-36.0436533891172,0
-36.0436533891172,0
26.6765229663742,1
36.0436533891172,1
36.0436533891172,1
36.0436533891172,1
18.4019925900705,1
36.0436533891172,1
36.0436533891172,1
-36.0436533891172,0
8.40390405657933,1
13.3984878388979,1
21.8722356815761,1
36.0436533891172,1
-10.299947281208,1
36.0436533891172,1
4.4226739625917,1
13.2846792637239,1
7.73957505214077,1
-36.0436533891172,0
36.0436533891172,1
28.8409921925936,1
36.0436533891172,1
36.0436533891172,1
-2.57743147809686,1
36.0436533891172,1
36.0436533891172,1
-36.0436533891172,0
19.2436701299994,1
27.8506679515013,1
36.0436533891172,1
26.1068761387118,1
12.8814871761401,1
-36.0436533891172,1
-36.0436533891172,0
6.98024541566243,1
20.2232093399993,1
-36.0436533891172,0
15.0186615767313,1
-19.0394650356542,1
15.9122664044092,1
17.0295279434284,1
-2.78227642993237,1
24.3219470236412,1
13.8952424629756,1
36.0436533891172,1
14.3876105974506,1
-36.0436533891172,0
-36.0436533891172,0
-6.40185666370162,1
36.0436533891172,1
-36.0436533891172,0
19.2790965041905,1
16.5683022534707,1
21.5252161259572,1
24.2169286445351,1
-36.0436533891172,0
36.0436533891172,0
21.3031936911481,1
36.0436533891172,1
26.8692511239445,1
36.0436533891172,1
36.0436533891172,1
-36.0436533891172,0
3.88400925950835,1
